100 8
1100 848
2100 3414
3100 7348
4100 12768
5100 19318
6100 27913
7100 37278
8100 49130
9100 61698
10100 75773
11100 92903
12100 110479
13100 131427
14100 151092
15100 173110
16100 197342
17100 206900
18100 172114
19100 192725
20100 214265
21100 233347
22100 258513
23100 281038
24100 306959
25100 331498
26100 362336
27100 388389
28100 414811
29100 448039
