100 16
1100 1625
2100 5797
3100 12516
4100 21745
5100 33652
6100 47547
7100 64052
8100 83565
9100 105889
10100 121879
11100 127495
12100 151783
13100 177048
14100 205031
15100 234601
16100 268360
17100 302170
18100 338770
19100 377010
20100 417369
21100 460253
22100 503685
23100 549760
24100 594267
25100 644011
26100 684517
27100 738288
28100 798879
29100 857179
